project_id,project_name,finance_type,sector,province,district,latitude,longitude,status,approval_date,construction_start_date,financial_close_date,operation_date,committed_usd,disbursed_usd,year
98614,"ICBC Indonesia provides IDR 6 billion loan facility to PT Bakrie Autoparts to acquire a new machine (Linked to Project ID#98613, #98615, and #98616)",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2012-03-07,,,2015-01-01,639155.84992711,639155.84992711,2012
98615,"ICBC Indonesia provides IDR 5 billion loan facility to PT Bakrie Autoparts for working capital purposes (Linked to Project ID#98613, #98614, and #98616)",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2012-03-07,,,,532629.874939258,532629.874939258,2012
98696,ICBC contributes to a $158 million USD-IDR equivalent denominated series five facility tranche to PT Tower Bersama Infrastructure Tbk (linked to project #98697),DF,BUSINESS AND OTHER SERVICES,,,,,Pipeline: Commitment,2012-08-02,,,,17555555.6,17555555.6,2012
98697,ICBC contributes to a $158 million USD-IDR equivalent denominated series five facility tranche  to PT Tower Bersama Infrastructure Tbk (linked to project #98696),DF,BUSINESS AND OTHER SERVICES,,,,,Pipeline: Commitment,2012-08-02,,,,17555555.6,17555555.6,2012
37868,"Chinese Government pledges $1 billion preferential buyer's credit (Linked to Project ID#38539, #38540)",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Pipeline: Pledge,2011-04-29,,,,1000000000.0,1000000000.0,2011
38539,"Chinese Government pledges $8 billion credit line for infrastructure and industrial projects (Linked to Project ID#37868, #38540)",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Pipeline: Pledge,2011-04-29,,,,8000000000.0,8000000000.0,2011
38540,"Chinese Government pledges RMB 1 billion for maritime cooperation activities (Linked to Project ID#38539, #37868)",DF,OTHER MULTISECTOR,,,,,Pipeline: Pledge,2011-04-30,,,,154689602.186253,154689602.186253,2011
38560,Industrial and Commercial Bank of China (ICBC) Indonesia donates 5 laptops to Indonesian school,DF,EDUCATION,,,,,Completion,2011-09-09,2011-09-09,,2011-09-09,,,2011
39124,China grants 35 Indonesian students scholarships,DF,EDUCATION,,,,,Completion,2011-01-01,,,2011-07-26,,,2011
39126,China and Indonesia will cooperate in the protection of the Bali Mynah,DF,GENERAL ENVIRONMENTAL PROTECTION,,,,,Completion,2011-01-01,2011-12-12,,2011-12-12,,,2011
43946,Hanban provides grant for the establishment of Confucius Institute at Hasanuddin University (Linked to Project ID#71933),DF,EDUCATION,,,,,Completion,2011-01-01,,,2011-02-22,,,2011
43947,Hanban provides grant for the establishment of Confucius Institute at Tanjungpura University (Linked to Project ID#71933),DF,EDUCATION,,,,,Completion,2011-01-01,,,2011-11-26,,,2011
43948,Hanban provides grant for the establishment of Confucius Institute at Universitas Negeri Surabaya (Linked to Project ID#71933),DF,EDUCATION,,,,,Completion,2011-01-01,,,2011-05-19,,,2011
43949,Hanban provides grant for the establishment of Confucius Institute at Maranatha Christian University (Linked to Project ID#71933),DF,EDUCATION,,,,,Completion,2011-01-01,,,2011-01-18,,,2011
43950,Hanban provides grant for the establishment of Confucius Institute at Malang State University (Linked to Project ID#71933),DF,EDUCATION,,,,,Completion,2011-01-01,,,2011-03-14,,,2011
43951,Hanban provides grant for the establishment of Confucius Institute at University of Al Azhar (Linked to Project ID#71933),DF,EDUCATION,,,,,Completion,2011-01-01,,,2012-11-08,,,2011
49813,"CDB provides $25 million loan for Phase 1 of Cement Plant Construction Project (Linked to Project ID#49812, ID#85372, and Project ID#85371)",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2011-09-20,2012-12-20,,2014-11-18,25000000.0,25000000.0,2011
61219,China Eximbank provides $68.7 million preferential buyer's credit for Phase 1 of Railway Equipment Project (Linked to Project ID#39365),DF,TRANSPORT AND STORAGE,,,,,Completion,2011-07-29,2012-04-26,,,68724795.0,68724795.0,2011
61307,China Eximbank pledges $51 million loan for Procurement of Diesel Electric Locomotives Project,DF,TRANSPORT AND STORAGE,,,,,Pipeline: Pledge,2011-01-01,,,,51000000.0,51000000.0,2011
66291,CDB provides RMB 553 million loan to Indah Kiat Pulp & Paper Factory,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Implementation,2011-04-25,,,,85543350.0089982,85543350.0089982,2011
66418,CDB provides $400 million buyer’s credit loan to Axis to facilitate acquisition of Huawei equipment and services,DF,COMMUNICATIONS,,,,,Pipeline: Commitment,2011-05-25,,,,400000000.0,400000000.0,2011
66467,"CDB provides $350 million loan to PT Smart Telecom as part of Buyer’s Credit Facility Phase II (Linked to Project ID#66471, #66464)",DF,COMMUNICATIONS,,,,,Implementation,2011-06-29,,,,350000000.0,350000000.0,2011
66609,China granted $1.9m for replacement of navigational aids in Indonesia,DF,EMERGENCY RESPONSE,,,,,Pipeline: Commitment,2011-01-01,,,,1900000.0,1900000.0,2011
66635,"China granted $5,300,000 for Indonesia Maritime Surveillance Satellite System",DF,"AGRICULTURE, FORESTRY, FISHING",,,,,Completion,2011-01-01,,,2018-09-25,5300000.0,5300000.0,2011
96348,CDB and CITIC Bank International participate in $600 million syndicated pre-export financing facility for April International Group (AIG) Pulp and Paper Project,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2011-12-01,,,,240000000.0,240000000.0,2011
96652,"CDB contributes $80 million to a $450 million syndicated loan for Krakatau Steel’s Blast Furnace Project in 2011 (Linked to Project ID#96653, 66187)",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2011-05-01,2013-09-08,,2018-12-31,80000000.0,80000000.0,2011
96653,"ICBC contributes $80 million to a $450 million syndicated loan for Krakatau Steel’s Blast Furnace Project in 2011 (Linked to Project ID#96652, 66187)",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2011-05-01,2013-09-08,,2018-12-31,80000000.0,80000000.0,2011
96670,BOC Jakarta Branch contributes $4 million to a $55 million syndicated loan to PT Garuda Indonesia (Persero) Tbk for general purposes (Linked to Project ID#96671),DF,UNALLOCATED/UNSPECIFIED,,,,,Completion,2011-06-24,2011-06-24,,2013-12-31,4000000.0,4000000.0,2011
96671,ICBC Indonesia contributes $8.5 million to a $55 million syndicated loan to PT Garuda Indonesia (Persero) Tbk for general purposes (Linked to Project ID#96670),DF,UNALLOCATED/UNSPECIFIED,,,,,Completion,2011-06-24,2011-06-24,,2013-12-31,8500000.0,8500000.0,2011
96771,BOC contributes $50 million to a $450 million syndicated loan to Trans Media Corpora and Televisi Transformasi Indonesia (Linked to Project ID#96772),DF,BANKING AND FINANCIAL SERVICES,,,,,Pipeline: Commitment,2011-06-24,,,,50000000.0,50000000.0,2011
96772,ICBC contributes $50 million to a $450 million syndicated loan to Trans Media Corpora and Televisi Transformasi Indonesia (Linked to Project ID#96771),DF,BANKING AND FINANCIAL SERVICES,,,,,Pipeline: Commitment,2011-06-24,,,,50000000.0,50000000.0,2011
96783,"BOC contributes $62.5 million to a $500 million revolver to Mirana Megatara (Linked to Project ID#96784, 96785, 96786)",DF,UNALLOCATED/UNSPECIFIED,,,,,Pipeline: Commitment,2011-08-12,,,,62500000.0,62500000.0,2011
96784,"ICBC contributes $62.5 million to a $500 million revolver to Mirana Megatara (Linked to Project ID#96783, 96785, 96786)",DF,UNALLOCATED/UNSPECIFIED,,,,,Pipeline: Commitment,2011-08-12,,,,62500000.0,62500000.0,2011
96785,"ICBC contributed $12.5 million to a $100 million term loan to Mirana Megatara (Linked to Project ID#96783, 96784, 96786)",DF,UNALLOCATED/UNSPECIFIED,,,,,Pipeline: Commitment,2011-08-12,,,,12500000.0,12500000.0,2011
96786,"BOC contributed $12.5 million to a $100 million term loan to Mirana Megatara (Linked to Project ID#96783, 96784, 96785)",DF,UNALLOCATED/UNSPECIFIED,,,,,Pipeline: Commitment,2011-08-12,,,,12500000.0,12500000.0,2011
98362,ICBC provides a IDR 20 billion loan in July 2011 to PT MNC Finance for working capital purposes,DF,BANKING AND FINANCIAL SERVICES,,,,,Completion,2011-07-04,,,,2279359.71944852,2279359.71944852,2011
98436,PT Bank ICBC Indonesia signs loan agreement with PT Medco Energi Internasional Tbk (MedcoEnergi) in February 2011 to roll over working capital credit facility,DF,ACTION RELATING TO DEBT,,,,,Pipeline: Commitment,2011-02-01,,,,10000000.0,10000000.0,2011
98608,ICBC Indonesia provides IDR 80 billion fixed installment loan facility to PT Radana Bhaskara Finance Tbk in July 2011 for unspecified purposes,DF,BANKING AND FINANCIAL SERVICES,,,,,Completion,2011-07-18,,,2015-01-01,9117438.87779411,9117438.87779411,2011
98609,ICBC Indonesia provides IDR 50 billion fixed installment loan facility to PT Radana Bhaskara Finance Tbk in December 2011 for unspecified purposes,DF,BANKING AND FINANCIAL SERVICES,,,,,Completion,2011-12-21,,,2015-01-01,5698399.29862132,5698399.29862132,2011
37875,China gives 10 million Yuan to Indonesia as disaster relief assistance (Linked to #37878),DF,EMERGENCY RESPONSE,,,,,Completion,2010-01-01,2010-12-16,,2010-12-16,1477303.35113327,1477303.35113327,2010
37884,China Harbour Company donates 500 million Rupiah to Indonesia as disaster relief assistance,DF,EMERGENCY RESPONSE,,,,,Completion,2010-11-19,2010-11-19,,2010-11-19,55029.6494369266,55029.6494369266,2010
38734,China pledges RMB 20 million to Indonesia for economic and technical cooperation,DF,UNALLOCATED/UNSPECIFIED,,,,,Pipeline: Pledge,2010-01-22,,,,2954606.70226654,2954606.70226654,2010
66473,"Bank of China contributes to $363 million syndicated loan tranche to help Protelindo repay debts and cover other fees and expenses (Linked to Project ID#73277, #92459, #92460)",DF,BUSINESS AND OTHER SERVICES,,,,,Implementation,2010-08-13,2010-12-07,,2013-12-07,36300000.0,36300000.0,2010
66632,"China granted $293,000 for Human Resources Development and International Relations Studies in Indonesia",DF,GOVERNMENT AND CIVIL SOCIETY,,,,,Pipeline: Commitment,2010-01-01,,,,293000.0,293000.0,2010
66694,MOFCOM provides grant for China-Indonesia Hybrid Rice Technical Cooperation Project (Linked to Project ID#71470),DF,"AGRICULTURE, FORESTRY, FISHING",,,,,Completion,2010-01-01,2010-05-01,,2013-07-17,,,2010
71933,"China and Indonesia signed the agreement to set up 6 Confucius Institutes in Indonesia (linked to #43946, #43947, #43948, #43949, #43950, #43951)",DF,EDUCATION,,,,,Completion,2010-06-30,,,,,,2010
73277,"Bank of China contributes to IDR 1.034 trillion syndicated loan tranche to help Protelindo repay debts and cover other fees and expenses (Linked to Project ID#66473, #92459, #92460)",DF,BUSINESS AND OTHER SERVICES,,,,,Implementation,2010-08-13,,,,11380131.5035564,11380131.5035564,2010
92459,"CDB contributes to IDR 1.034 trillion syndicated loan tranche to help Protelindo repay debts and cover other fees and expenses (Linked to Project ID#66473, #73277, #92460)",DF,BUSINESS AND OTHER SERVICES,,,,,Implementation,2010-08-13,,,,11380131.5035564,11380131.5035564,2010
92460,"CDB contributes to $363 million syndicated loan tranche to help Protelindo repay debts and cover other fees and expenses (Linked to Project ID#73277, #66473, #92459)",DF,BUSINESS AND OTHER SERVICES,,,,,Implementation,2010-08-13,2010-12-07,,2013-12-07,36300000.0,36300000.0,2010
96409,ICBC provides RMB 2 billion loan to PT Bakrie Telecom Tbk to finance its capital expenditures,DF,COMMUNICATIONS,,,,,Pipeline: Commitment,2010-08-12,,,,295460670.226654,295460670.226654,2010
96660,BOC contributes $81 million to a $270 million syndicated loan to Huawei Tech Investment for the purchase of receivables owed by an Indonesian operator,DF,BUSINESS AND OTHER SERVICES,,,,,Pipeline: Commitment,2010-12-20,,,,81000000.0,81000000.0,2010
98363,ICBC provides a IDR 25 billion loan in June 2010 to PT MNC Finance for working capital purposes,DF,BANKING AND FINANCIAL SERVICES,,,,,Pipeline: Commitment,2010-06-28,,,,2751482.47184633,2751482.47184633,2010
98643,Bank of China contributes to a $700 million syndicated loan to Pertamina for capital expenditure and general corporate purposes,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Pipeline: Commitment,2010-06-01,,,,30434782.6087,30434782.6087,2010
37904,Chinese Government provided grant for Phase II of Natural Medicinal Plant Research and Development Project (Linked to Project ID #66628),DF,"AGRICULTURE, FORESTRY, FISHING",,,,,Pipeline: Commitment,2009-12-01,,,,,,2009
37975,"China donates cash grant of US$500,000 to Indonesia for West Sumatra earthquake victims (Linked to #38477)",DF,EMERGENCY RESPONSE,,,,,Completion,2009-10-29,,,2009-10-29,500000.0,500000.0,2009
37994,China gives in-kind grant of computers to Indonesia (Linked to #38651),DF,EDUCATION,,,,,Completion,2009-01-01,2009-03-10,,2009-03-10,,,2009
38546,Bank of China provides $454.9 million loan for 945MW Banten Lontar Power Plant Construction Project,DF,ENERGY,,,,,Completion,2009-05-04,2009-01-06,,2012-02-13,454974082.0,454974082.0,2009
38600,China Eximbank provides $481 million buyer’s credit loan for 3x350MW Pelabuhan Ratu Power Station Project,DF,ENERGY,,,,,Completion,2009-05-04,2007-09-10,,2015-03-01,481937182.0,481937182.0,2009
38601,China Eximbank provides $124 million buyer's credit loan for 220MW Meulaboh Power Plant Construction Project,DF,ENERGY,,,,,Completion,2009-05-04,2008-08-01,,2014-08-17,124339936.0,124339936.0,2009
38610,China Eximbank provides $293.2 million loan for 630MW Pacitan Power Plant Construction Project,DF,ENERGY,,,,,Completion,2009-07-17,2008-04-01,,2013-08-21,293226064.0,293226064.0,2009
38611,Bank of China provides $371.5 million buyer’s credit loan for 700MW Tanjung Awar-Awar Power Plant Construction Project,DF,ENERGY,,,,,Completion,2009-12-14,2009-12-15,,2014-02-01,371509145.0,371509145.0,2009
38651,Chinese Ministry of Commerce pledges training for Indonesian students (Linked to #37994),DF,EDUCATION,,,,,Pipeline: Pledge,2009-03-10,,,,,,2009
61681,China Eximbank provides additional $31.7 million for 230MW Labuan Angin Power Plant Construction Project (Linked to Project ID#34922),DF,ENERGY,,,,,Completion,2009-01-01,,,2010-01-28,31783000.0,31783000.0,2009
62054,CDB and ICBC provide $138.3 million loan for 224MW Sumbar Teluk Sirih Power Plant Construction Project,DF,ENERGY,,,,,Completion,2009-10-14,,,2016-12-30,138336845.0,138336845.0,2009
66629,Chinese Government pledges $250 million loan for Population Administration Information System (SIAK) Project,DF,GOVERNMENT AND CIVIL SOCIETY,,,,,Pipeline: Pledge,2009-01-01,,,,250000000.0,250000000.0,2009
67236,CDB and ICBC provide $625.2 million loan for 660MW Adipala Power Plant Construction Project,DF,ENERGY,,,,,Completion,2009-10-14,2009-11-16,,2016-07-19,625256803.0,625256803.0,2009
73314,CDB provides $41 million loan for China-Indonesia Economic and Trade Cooperation Zone Project,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2009-07-07,2010-11-01,,2016-08-01,41000000.0,41000000.0,2009
87010,ZTE provides $100 million supplier's credit -- via deferred payment facility -- to Telkom Indonesia for acquisition of telecommunications equipment,DF,COMMUNICATIONS,,,,,Implementation,2009-08-20,,,,100000000.0,100000000.0,2009
98182,"China Development Bank signs agreement for USD 275 million syndicated loan to Perusahaan Gas Negara (Linked to Project ID #98184, #98185, #98189)",DF,ENERGY,,,,,Pipeline: Commitment,2009-11-25,,,,16176470.0,16176470.0,2009
98184,"CITIC Ka Wah Bank signs agreement for USD 275 million syndicated loan to Perusahaan Gas Negara (Linked to Project ID #98182, #98185, #98189)",DF,ENERGY,,,,,Pipeline: Commitment,2009-11-25,,,,16176470.0,16176470.0,2009
98185,"Bank of China signs agreement for USD 275 million syndicated loan to Perusahaan Gas Negara (Linked to Project ID #98182, #98184, #98189)",DF,ENERGY,,,,,Pipeline: Commitment,2009-11-25,,,,16176470.0,16176470.0,2009
98189,"Industrial and Commercial Bank of China signs agreement for USD 275 million syndicated loan to Perusahaan Gas Negara (Linked to Project ID #98182, #98184, #98185)",DF,ENERGY,,,,,Pipeline: Commitment,2009-11-25,,,,16176470.0,16176470.0,2009
98261,"China Investment Corporation provides $1.9 billion loan to PT Bumi Resources for refinancing, acquisition, working capital, and capital expenditure purposes (Linked to Project ID#62282)",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Implementation,2009-09-18,,,,1900000000.0,1900000000.0,2009
98321,ICBC participates in $125 million USD syndicated loan to Bank Ekspor Indonesia (BEI),DF,BANKING AND FINANCIAL SERVICES,,,,,Pipeline: Commitment,2009-06-01,,,,25000000.0,25000000.0,2009
37864,China Eximbank provides $284.2 million buyer's credit for 625MW Banten Suralaya Power Plant Construction Project (Linked to Project ID#38604),DF,ENERGY,,,,,Completion,2008-01-30,,,2011-08-22,284288744.0,284288744.0,2008
38021,China gives grant of 3 million Chinese Yuan worth of anti-malaria drugs to Indonesia,DF,HEALTH,,,,,Completion,2008-02-01,2007-10-01,,2008-02-01,431647.864483045,431647.864483045,2008
38038,China Eximbank provides RMB 1.8 billion government concessional loan for National Air Bridge Project (Linked to Project ID#85358),DF,TRANSPORT AND STORAGE,,,,,Suspended,2008-08-05,,,,258988718.689827,258988718.689827,2008
38604,China Eximbank provides $330.8 million buyer's credit for 660MW Jatim Paiton Power Plant Expansion Project (Linked to Project ID#37864),DF,ENERGY,,,,,Completion,2008-01-30,,,2013-05-09,330825515.0,330825515.0,2008
38606,"BOC, ICBC, CDB, CCB, China Citic contribute $423 million to syndicated buyer’s credit loan for 990MW Jabar Indramayu Power Plant Construction Project",DF,ENERGY,,,,,Completion,2008-05-27,,,2011-10-12,423000000.0,423000000.0,2008
62053,CDB contributes $131 million to $261.8 million syndicated loan for 630MW Rembang Power Plant Construction Project,DF,ENERGY,,,,,Completion,2008-12-03,2007-09-19,,2012-01-25,131000000.0,131000000.0,2008
62206,China Eximbank provides seller's credit to fund China Huadian Engineering Co. Ltd's $150 million supplier credit for 130MW Tanjung Kasam Power Plant Construction Project,DF,ENERGY,,,,,Completion,2008-11-21,2011-03-01,,2012-11-01,150000000.0,150000000.0,2008
66633,Chinese Government provides a $1.5 million USD grant for the Assessment of Indonesia Shipbuilding Industry,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Pipeline: Commitment,2008-01-01,,,,1500000.0,1500000.0,2008
66634,"China granted $1.694m for training courses in business Mandarin for SME and Government Officials (linked to #71465, #71466, and #71464)",DF,EDUCATION,,,,,Implementation,2008-01-01,,,,1694000.0,1694000.0,2008
71464,"China held the third phase of training courses in business Mandarin for SME and Government Officials (linked to #66634, #71465, #71466)",DF,EDUCATION,,,,,Completion,2008-01-01,,,2009-07-20,,,2008
71465,"China held the first phase of training courses in business Mandarin for SME and Government Officials (linked to #66634, #71464, #71466)",DF,EDUCATION,,,,,Completion,2008-01-01,,,2008-09-16,,,2008
71466,"China held the second phase of training courses in business Mandarin for SME and Government Officials (linked to #66634, #71465, #71464)",DF,EDUCATION,,,,,Completion,2008-01-01,2008-09-16,,,,,2008
85358,China Eximbank disburses RMB 1.55 billion through government concessional loan for National Air Bridge Project (Linked to Project ID#38038),DF,TRANSPORT AND STORAGE,,,,,Completion,2008-08-05,2007-09-10,,2011-06-03,223030074.598634,223030074.598634,2008
98339,"Bank of China contributes $10 million USD to a $450 million USD syndicated loan to PT Indosat for refinancing and capital expenditure purposes, and for working capital requirements",DF,COMMUNICATIONS,,,,,Pipeline: Commitment,2008-06-12,,,,10000000.0,10000000.0,2008
98585,CITIC Ka Wah Bank contributes to IDR 2.889 billion tranche of dual-tranche syndicated lending facility to PT BFI Finance Indonesia for working capital purposes (linked to project ID #98588),DF,BANKING AND FINANCIAL SERVICES,,,,,Pipeline: Commitment,2008-06-19,,,,59606.5813611716,59606.5813611716,2008
98588,CITIC Ka Wah Bank contributes to USD 7 million tranche of dual-tranche syndicated lending facility to PT BFI Finance Indonesia for working capital purposes (linked to project ID #98585),DF,BANKING AND FINANCIAL SERVICES,,,,,Pipeline: Commitment,2008-06-19,,,,1400000.0,1400000.0,2008
38019,China provides RMB 10 million grant for Sorong Fishery School Project in Indonesia,DF,"AGRICULTURE, FORESTRY, FISHING",,,,,Completion,2007-10-09,,,2008-04-29,1314714.1499522,1314714.1499522,2007
38028,China donates 3 million RMB worth of office equipment to Indonesia,DF,GOVERNMENT AND CIVIL SOCIETY,,,,,Completion,2007-09-17,2007-09-17,,2007-09-17,394414.244985662,394414.244985662,2007
38092,Chinese Government pledges RMB 10 million grant to Indonesia for economic and technical cooperation,DF,UNALLOCATED/UNSPECIFIED,,,,,Pipeline: Pledge,2007-07-04,,,,1314714.1499522,1314714.1499522,2007
38656,Chinese Government pledges to extend 200 million USD export credit to Indonesia,DF,UNALLOCATED/UNSPECIFIED,,,,,Pipeline: Pledge,2007-07-04,,,,200000000.0,200000000.0,2007
38861,"China Eximbank provides $215.6 million preferential buyer's credit loan for Jatigede Dam Project (Linked to Project ID#39375, ID#72360)",DF,ENERGY,,,,,Completion,2007-09-25,2008-10-23,,2015-08-31,215615732.4,215615732.4,2007
38949,Overseas Chinese Affairs Office sends traditional Chinese physicians to Indonesia in April 2007,DF,HEALTH,,,,,Completion,2007-01-01,2007-04-10,,2007-04-26,,,2007
39042,China donates USD 2.13 million of medical equipment through WHO for post-tsunami relief efforts,DF,EMERGENCY RESPONSE,,,,,Completion,2007-01-31,2007-01-31,,2007-01-31,2130000.0,2130000.0,2007
61675,China Development Bank supports China Chengda Engineering Co. Ltd.'s issuing of $140 million supplier credit for 200MW Jeneponto Coal-Fired Power Plant Construction Project,DF,ENERGY,,,,,Completion,2007-07-02,2007-08-19,,2012-12-19,140000000.0,140000000.0,2007
66628,Chinese Government supported Phase I of Natural Medicinal Plant Research and Development Project (linked to #37904),DF,HEALTH,,,,,Completion,2007-01-01,,,2009-12-03,,,2007
66630,China granted RMB 36.3m for Consultancy Study Reports on Technical Revitalization of Indonesian Strategic Industries,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2007-07-01,,,2009-07-14,4772412.36432651,4772412.36432651,2007
66971,Hanban provides grant for the establishment of Confucius Institute at Jakarta BTIP,DF,EDUCATION,,,,,Completion,2007-01-01,,,2007-09-28,,,2007
69372,China Eximbank provides loan for Bengkulu Coal Mine Project,DF,ENERGY,,,,,Completion,2007-05-01,2007-10-01,,2018-03-31,,,2007
85359,Bank of China contributes to a $884 million USD syndicated loan for Tangguh Liquefied Natural Gas Project (Linked to Project ID#97811),DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2007-10-29,2005-03-01,,2009-07-06,147333333.33,147333333.33,2007
98528,Bank of China Trust contributes $60 million USD to a $120 million USD syndicated loan to PT Federal International Finance for motorcycle financing,DF,BUSINESS AND OTHER SERVICES,,,,,Completion,2007-08-01,,,,60000000.0,60000000.0,2007
98617,ICBC (Asia) contributes to USD 200 million syndicated loan to Asia Pacific Resources International Holdings (APRIL) for unspecified purposes,DF,UNALLOCATED/UNSPECIFIED,,,,,Pipeline: Commitment,2007-11-01,,,,40000000.0,40000000.0,2007
98659,Bank of China contributes $3 million USD to $33 million USD revolver tranche of $90.38 million USD syndicated multi-currency loan to PT Mitra Adiperkasa Tbk,DF,BUSINESS AND OTHER SERVICES,,,,,Pipeline: Commitment,2007-06-01,,,,3000000.0,3000000.0,2007
38095,China grants RMB 20 million to Indonesia for bird flu prevention and control supplies,DF,HEALTH,,,,,Completion,2006-10-06,2007-04-01,,2007-05-29,2508662.57556365,2508662.57556365,2006
38563,China gives in-kind grant of disaster relief materials worth 10 million Chinese Yuan to Indonesia for victims of earthquake in Yogyakarta,DF,EMERGENCY RESPONSE,,,,,Completion,2006-06-04,2006-06-04,,2006-06-04,1254331.28778182,1254331.28778182,2006
38565,China gives grant of US$2 million to Indonesia as emergency cash aid for victims of earthquake in Yogyakarta,DF,EMERGENCY RESPONSE,,,,,Completion,2006-05-29,2006-05-29,,2006-05-29,2000000.0,2000000.0,2006
38568,China sends rescue and medical teams to Indonesia in response to Yogyakarta earthquake,DF,EMERGENCY RESPONSE,,,,,Completion,2006-05-27,2006-05-30,,,,,2006
66471,"CDB provides $300 million buyer's credit loan to PT Smart Telecom to finance its capital expenditures (Linked to Project ID#66467, #66464)",DF,COMMUNICATIONS,,,,,Completion,2006-12-28,,,2014-06-10,300000000.0,300000000.0,2006
73298,"China donates $450,000 through UNFPA to Indonesia for Tsunami Relief",DF,EMERGENCY RESPONSE,,,,,Completion,2006-01-01,2007-01-29,,2007-01-29,450000.0,450000.0,2006
97811,"Agricultural Bank of China, China Construction Bank, China Development Bank, China Eximbank, and ICBC provide $1.3 billion syndicated term loan for Tangguh Liquified Natural Gas Project (Linked to Project ID#85359)",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2006-08-01,2005-03-01,,2009-07-06,1300000000.0,1300000000.0,2006
98529,Bank of China contributes to USD $66 million syndicated loan to PT Wahana Ottomitra Multiartha (WOM Finance),DF,BUSINESS AND OTHER SERVICES,,,,,Pipeline: Commitment,2006-11-01,,,,9428571.43,9428571.43,2006
35013,Chinese medical team sent to Indonesia following Indian Ocean earthquake,DF,EMERGENCY RESPONSE,,,,,Completion,2005-01-25,2005-01-01,,2005-01-25,,,2005
35034,China airlifted humanitarian aid worth RMB 15M to Indonesia after tsunami,DF,EMERGENCY RESPONSE,,,,,Completion,2005-01-03,2005-01-02,,2005-01-02,1830682.30968964,1830682.30968964,2005
35066,China donates relief supplies to earthquake and tsunami affected areas of Indonesia,DF,EMERGENCY RESPONSE,,,,,Completion,2005-01-01,2005-01-05,,2005-01-05,,,2005
35112,"Chinese Government donates $300,000 for disaster relief in Indonesia after 2004 tsunami",DF,EMERGENCY RESPONSE,,,,,Completion,2005-01-01,2005-02-04,,2005-02-04,300000.0,300000.0,2005
35113,Chinese medical team sent over to help Indonesian tsunami survivors,DF,EMERGENCY RESPONSE,,,,,Completion,2005-01-25,2005-01-25,,2005-02-06,,,2005
35147,Chinese Government pledges to provide $300 million preferential buyer's credit loan for earthquake reconstruction activities,DF,EMERGENCY RESPONSE,,,,,Pipeline: Pledge,2005-04-25,,,,400000000.0,400000000.0,2005
35149,"China donates disaster relief supplies worth $500,000 USD to Indonesia following an earthquake",DF,EMERGENCY RESPONSE,,,,,Completion,2005-04-27,2005-04-27,,2005-04-27,500000.0,500000.0,2005
35151,China agreed to grant 30 million yuan of assistance to Indonesia,DF,EMERGENCY RESPONSE,,,,,Pipeline: Commitment,2005-04-25,,,,3661364.61937929,3661364.61937929,2005
37897,MOFCOM provides RMB 27 million grant for Earthquake Observation and Measurement and Tsunami Early-Warning System Project,DF,OTHER MULTISECTOR,,,,,Completion,2005-03-31,2006-01-01,,2010-04-12,3295228.15744136,3295228.15744136,2005
37988,China grants $1.5 million USD to Indonesia for Phase II of the Sotoli Hill Hospital Reconstruction Project,DF,RECONSTRUCTION RELIEF AND REHABILITATION,,,,,Completion,2005-01-01,,,2007-11-09,1500000.0,1500000.0,2005
38109,MOFCOM provides RMB 60 million grant for Aceh Tsunami Building Reconstruction Project,DF,EMERGENCY RESPONSE,,,,,Completion,2005-01-07,2005-12-12,,2006-12-12,7322729.23875858,7322729.23875858,2005
38556,China donates 30 million Chinese Yuan worth of supplies to Indonesia for school construction in tsunami affected area,DF,RECONSTRUCTION RELIEF AND REHABILITATION,,,,,Completion,2005-01-07,2006-08-01,,2006-08-31,3661364.61937929,3661364.61937929,2005
38671,China sends 2nd International Search and Rescue Team (CISAR) to Indonesia as part of its Tsunami Relief efforts,DF,EMERGENCY RESPONSE,,,,,Completion,2005-01-07,2005-01-11,,2005-01-25,219681.877162757,219681.877162757,2005
38862,Chinese Government pledges $85 million loan for Cirebon-Kroya Double Track Railway Project (Linked to Project ID#72360),DF,TRANSPORT AND STORAGE,,,,,Pipeline: Pledge,2005-01-01,,,,85000000.0,85000000.0,2005
61205,China Eximbank provides additional $68.9 million preferential buyer’s credit for Surabaya-Madura Island Bridge Construction Project (Linked to Project ID#34757),DF,TRANSPORT AND STORAGE,,,,,Completion,2005-11-05,2005-11-19,,2009-06-10,68900000.0,68900000.0,2005
